Patient,Town
patient_743,town_26
patient_7751,town_26
patient_20355,town_26
patient_8165,town_26
patient_15259,town_26
patient_22525,town_26
patient_8343,town_26
patient_4248,town_26
patient_321,town_26
patient_5672,town_26
patient_9170,town_26
patient_14268,town_26
patient_12737,town_26
patient_18004,town_26
patient_13151,town_26
patient_12884,town_26
patient_1685,town_26
patient_21531,town_26
patient_21413,town_26
patient_17049,town_26
patient_8613,town_26
patient_19215,town_26
patient_2193,town_26
patient_15513,town_26
patient_12723,town_26
patient_14771,town_26
patient_8318,town_26
patient_17079,town_26
patient_18824,town_26
patient_20831,town_26
patient_20834,town_26
patient_18480,town_26
patient_7491,town_26
patient_10616,town_26
patient_634,town_26
patient_22554,town_26
patient_20791,town_26
patient_8300,town_26
patient_7843,town_26
patient_2500,town_26
patient_3358,town_26
patient_14489,town_26
patient_4221,town_26
patient_18563,town_26
patient_179,town_26
patient_21928,town_26
patient_7777,town_26
patient_7043,town_26
patient_1089,town_26
patient_15954,town_26
patient_3523,town_26
patient_18714,town_26
patient_12876,town_26
patient_10017,town_26
patient_13821,town_26
patient_15244,town_26
patient_19790,town_26
patient_10007,town_26
patient_11108,town_26
patient_17327,town_26
patient_19810,town_26
patient_5641,town_26
patient_20157,town_26
patient_17149,town_26
patient_5446,town_26
patient_2970,town_26
patient_4956,town_26
patient_16912,town_26
patient_8446,town_26
patient_15899,town_26
patient_2549,town_26
patient_9225,town_26
patient_12549,town_26
patient_8244,town_26
patient_17392,town_26
patient_17410,town_26
patient_1320,town_26
patient_1507,town_26
patient_6926,town_26
patient_2203,town_26
patient_3665,town_26
patient_17307,town_26
patient_8369,town_26
patient_17782,town_26
patient_12836,town_26
patient_5944,town_26
patient_19216,town_26
patient_18186,town_26
patient_15138,town_26
patient_7001,town_26
patient_1375,town_26
patient_8297,town_26
patient_14020,town_26
patient_20068,town_26
patient_10289,town_26
patient_17859,town_26
patient_175,town_26
patient_9765,town_26
patient_14059,town_26
patient_16687,town_26
patient_2488,town_26
patient_13681,town_26
patient_17219,town_26
patient_16933,town_26
patient_1497,town_26
patient_9219,town_26
patient_4705,town_26
patient_10354,town_26
patient_22052,town_26
patient_12697,town_26
patient_14504,town_26
patient_14713,town_26
patient_10066,town_26
patient_11075,town_26
patient_21647,town_26
patient_1265,town_26
patient_13833,town_26
patient_12515,town_26
patient_14421,town_26
patient_22363,town_26
patient_774,town_26
patient_12809,town_26
patient_18000,town_26
patient_19000,town_26
patient_7443,town_26
patient_4852,town_26
patient_19041,town_26
patient_7362,town_26
patient_3126,town_26
patient_7948,town_26
patient_5616,town_26
patient_21174,town_26
patient_8150,town_26
patient_18914,town_26
patient_14146,town_26
patient_2668,town_26
patient_7478,town_26
patient_11622,town_26
patient_10793,town_26
patient_4256,town_26
patient_19168,town_26
patient_13920,town_26
patient_120,town_26
patient_4836,town_26
patient_802,town_26
patient_5657,town_26
patient_9889,town_26
patient_11395,town_26
patient_4339,town_26
patient_9069,town_26
patient_9981,town_26
patient_11699,town_26
patient_18658,town_26
patient_20166,town_26
patient_19061,town_26
patient_114,town_26
patient_17585,town_26
patient_10024,town_26
patient_4010,town_26
patient_4075,town_26
patient_21856,town_26
patient_10761,town_26
patient_15759,town_26
patient_14446,town_26
patient_20642,town_26
patient_7058,town_26
patient_990,town_26
patient_12229,town_26
patient_17400,town_26
patient_16694,town_26
patient_12253,town_26
patient_5679,town_26
patient_2149,town_26
patient_21745,town_26
patient_20822,town_26
patient_6837,town_26
patient_9770,town_26
patient_10707,town_26
patient_15302,town_26
patient_13028,town_26
patient_13854,town_26
patient_8110,town_26
patient_22216,town_26
patient_16730,town_26
patient_6524,town_26
patient_14781,town_26
patient_9059,town_26
patient_10033,town_26
patient_4296,town_26
patient_12095,town_26
patient_14691,town_26
patient_20378,town_26
patient_9248,town_26
patient_16723,town_26
patient_4512,town_26
patient_2976,town_26
patient_5578,town_26
patient_15883,town_27
patient_18385,town_27
patient_20714,town_27
patient_13507,town_27
patient_17301,town_27
patient_441,town_27
patient_5754,town_27
patient_19374,town_27
patient_15114,town_27
patient_9681,town_27
patient_20104,town_27
patient_14705,town_27
patient_7937,town_27
patient_7284,town_27
patient_3777,town_27
patient_10063,town_27
patient_13700,town_27
patient_3909,town_27
patient_11192,town_27
patient_7407,town_27
patient_16172,town_27
patient_5998,town_27
patient_7683,town_27
patient_2458,town_27
patient_12269,town_27
patient_946,town_27
patient_14849,town_27
patient_7486,town_27
patient_8646,town_27
patient_426,town_27
patient_6626,town_27
patient_2259,town_27
patient_18017,town_27
patient_9442,town_27
patient_3627,town_27
patient_19273,town_27
patient_22102,town_27
patient_8376,town_27
patient_8417,town_27
patient_16130,town_27
patient_8840,town_27
patient_3621,town_27
patient_4670,town_27
patient_20315,town_27
patient_16530,town_27
patient_15960,town_27
patient_12855,town_27
patient_11500,town_27
patient_820,town_27
patient_21674,town_27
patient_11822,town_27
patient_2174,town_27
patient_14067,town_27
patient_5088,town_27
patient_11674,town_27
patient_9518,town_27
patient_14009,town_27
patient_19155,town_27
patient_15079,town_27
patient_12642,town_27
patient_8833,town_27
patient_4178,town_27
patient_12267,town_27
patient_5315,town_27
patient_3801,town_27
patient_12663,town_27
patient_22566,town_27
patient_21219,town_27
patient_13724,town_27
patient_11546,town_27
patient_17909,town_27
patient_16553,town_27
patient_14410,town_27
patient_14105,town_27
patient_20407,town_27
patient_17833,town_27
patient_16121,town_27
patient_7934,town_27
patient_21432,town_27
patient_2747,town_27
patient_15952,town_27
patient_2381,town_27
patient_11399,town_27
patient_341,town_27
patient_12929,town_27
patient_19878,town_27
patient_12654,town_27
patient_2888,town_27
patient_19900,town_27
patient_252,town_27
patient_14462,town_27
patient_18837,town_27
patient_9497,town_27
patient_4434,town_27
patient_17827,town_27
patient_10427,town_27
patient_9702,town_27
patient_2344,town_27
patient_22022,town_27
patient_13068,town_27
patient_10738,town_27
patient_6725,town_27
patient_8456,town_27
patient_8462,town_27
patient_11419,town_27
patient_3057,town_27
patient_12193,town_27
patient_612,town_27
patient_19976,town_27
patient_10103,town_27
patient_16702,town_27
patient_16088,town_27
patient_21265,town_27
patient_22418,town_27
patient_12130,town_27
patient_18499,town_27
patient_20727,town_27
patient_9843,town_27
patient_16227,town_27
patient_13449,town_27
patient_11264,town_27
patient_12960,town_27
patient_9767,town_27
patient_17302,town_27
patient_10131,town_27
patient_1135,town_27
patient_20485,town_27
patient_1541,town_27
patient_1679,town_27
patient_4988,town_27
patient_22028,town_27
patient_14994,town_27
patient_12591,town_27
patient_21176,town_27
patient_20066,town_27
patient_20256,town_27
patient_16917,town_27
patient_1877,town_27
patient_10991,town_27
patient_6516,town_27
patient_10604,town_27
patient_9773,town_27
patient_21823,town_27
patient_21539,town_27
patient_14570,town_27
patient_18372,town_27
patient_21135,town_27
patient_7094,town_27
patient_4916,town_27
patient_6085,town_27
patient_16924,town_27
patient_7187,town_27
patient_21270,town_27
patient_3391,town_27
patient_17225,town_27
patient_4987,town_27
patient_11449,town_27
patient_16264,town_27
patient_7963,town_27
patient_6961,town_27
patient_5073,town_27
patient_3901,town_27
patient_13039,town_27
patient_9865,town_27
patient_248,town_27
patient_14628,town_27
patient_10588,town_27
patient_15172,town_27
patient_7745,town_27
patient_12209,town_27
patient_5076,town_27
patient_5321,town_27
patient_1869,town_27
patient_21524,town_27
patient_18514,town_27
patient_6229,town_27
patient_16206,town_27
patient_7989,town_27
patient_6828,town_27
patient_16600,town_27
patient_10965,town_27
patient_15539,town_27
patient_11602,town_27
patient_11709,town_27
patient_15342,town_27
patient_12176,town_27
patient_16298,town_27
patient_13435,town_27
patient_4162,town_27
patient_18987,town_27
patient_11558,town_27
patient_6463,town_27
patient_13093,town_27
patient_22558,town_27
patient_21881,town_27
patient_5807,town_27
patient_1191,town_27
patient_6076,town_27
patient_9270,town_27
patient_5014,town_27
patient_12150,town_27
patient_20694,town_27
patient_12634,town_27
patient_1903,town_27
patient_5399,town_27
patient_12988,town_27
patient_1312,town_27
patient_10603,town_27
patient_7818,town_27
patient_18161,town_27
patient_12843,town_27
patient_20798,town_27
patient_10214,town_27
patient_20865,town_27
patient_6095,town_27
patient_16901,town_27
patient_2807,town_27
patient_14119,town_27
patient_17952,town_27
patient_6963,town_27
patient_12040,town_27
patient_5273,town_27
patient_732,town_27
patient_95,town_27
patient_14145,town_27
patient_21204,town_27
patient_6022,town_27
patient_4959,town_27
patient_19767,town_27
patient_19417,town_27
patient_19068,town_27
patient_21164,town_27
patient_19774,town_27
patient_20764,town_27
patient_20133,town_27
patient_18659,town_27
patient_4659,town_27
patient_14587,town_27
patient_8341,town_27
patient_11436,town_27
patient_10070,town_27
patient_14440,town_27
patient_12138,town_27
patient_6423,town_27
patient_21852,town_27
patient_14582,town_27
patient_6912,town_27
patient_18990,town_27
patient_19940,town_27
patient_18896,town_27
patient_18868,town_27
patient_3026,town_27
patient_2821,town_27
patient_11353,town_27
patient_12951,town_27
patient_7180,town_27
patient_20101,town_27
patient_16972,town_27
patient_482,town_27
patient_13457,town_27
patient_16126,town_27
patient_19226,town_27
patient_2557,town_27
patient_1703,town_27
patient_8416,town_27
patient_8731,town_27
patient_1240,town_27
patient_13860,town_27
patient_21476,town_27
patient_8457,town_27
patient_5009,town_27
patient_20958,town_27
patient_12538,town_27
patient_2994,town_27
patient_9970,town_27
patient_3392,town_27
patient_5902,town_27
patient_18513,town_27
patient_14061,town_27
patient_1531,town_27
patient_20455,town_27
patient_19188,town_27
patient_22628,town_27
patient_10321,town_27
patient_2391,town_27
patient_2536,town_27
patient_19826,town_27
patient_20846,town_27
patient_4353,town_27
patient_11058,town_27
patient_21778,town_27
patient_15149,town_27
patient_18003,town_27
patient_2127,town_27
patient_3866,town_27
patient_14981,town_27
patient_8311,town_27
patient_17011,town_27
patient_12225,town_27
patient_3082,town_27
patient_3860,town_27
patient_19274,town_27
patient_12644,town_27
patient_17652,town_27
patient_5163,town_27
patient_21017,town_27
patient_13390,town_27
patient_7035,town_27
patient_9455,town_27
patient_6595,town_27
patient_18559,town_27
patient_17564,town_27
patient_19320,town_27
patient_9211,town_27
patient_17911,town_27
patient_11768,town_27
patient_16657,town_27
patient_20568,town_27
patient_14003,town_27
patient_1763,town_27
patient_4004,town_27
patient_15041,town_27
patient_11327,town_27
patient_19590,town_27
patient_20137,town_27
patient_19383,town_27
patient_20640,town_27
patient_5224,town_27
patient_7358,town_27
patient_21021,town_27
patient_3265,town_27
patient_6478,town_27
patient_7255,town_27
patient_19862,town_27
patient_2674,town_27
patient_21954,town_27
patient_18172,town_27
patient_7903,town_27
patient_11823,town_27
patient_13161,town_27
patient_8672,town_27
patient_3284,town_27
patient_12627,town_27
patient_6167,town_27
patient_832,town_27
patient_12805,town_27
patient_20319,town_27
patient_6342,town_27
patient_21096,town_27
patient_10094,town_27
patient_7697,town_27
patient_14901,town_27
patient_16432,town_27
patient_13311,town_27
patient_14875,town_27
patient_3240,town_27
patient_9860,town_27
patient_1235,town_27
patient_8437,town_27
patient_11466,town_28
patient_18256,town_28
patient_10710,town_28
patient_8889,town_28
patient_12570,town_28
patient_11037,town_28
patient_14452,town_28
patient_3077,town_28
patient_6262,town_28
patient_3398,town_28
patient_7722,town_28
patient_191,town_28
patient_7562,town_28
patient_6691,town_28
patient_6295,town_28
patient_15280,town_28
patient_4493,town_28
patient_21247,town_28
patient_9438,town_28
patient_5558,town_28
patient_3302,town_28
patient_2603,town_28
patient_11826,town_28
patient_10377,town_28
patient_20048,town_28
patient_12742,town_28
patient_5278,town_28
patient_8568,town_28
patient_7217,town_28
patient_18980,town_28
patient_401,town_28
patient_13848,town_28
patient_8648,town_28
patient_13053,town_28
patient_10250,town_28
patient_18724,town_28
patient_13813,town_28
patient_19722,town_28
patient_7609,town_28
patient_19817,town_28
patient_632,town_28
patient_20062,town_28
patient_1196,town_28
patient_6268,town_28
patient_14449,town_28
patient_13550,town_28
patient_9690,town_28
patient_4155,town_28
patient_12357,town_28
patient_1139,town_28
patient_10607,town_28
patient_3547,town_28
patient_19264,town_28
patient_13292,town_28
patient_3891,town_28
patient_14234,town_28
patient_12425,town_28
patient_17113,town_28
patient_7900,town_28
patient_4668,town_28
patient_12490,town_28
patient_15238,town_28
patient_16234,town_28
patient_21963,town_28
patient_16818,town_28
patient_4432,town_28
patient_10766,town_28
patient_8564,town_28
patient_13529,town_28
patient_812,town_28
patient_15376,town_28
patient_18792,town_28
patient_20366,town_28
patient_6280,town_28
patient_2590,town_28
patient_912,town_28
patient_4962,town_28
patient_2060,town_28
patient_14662,town_28
patient_19850,town_28
patient_13018,town_28
patient_10003,town_28
patient_14493,town_28
patient_12179,town_28
patient_20601,town_28
patient_21664,town_28
patient_12963,town_28
patient_17516,town_28
patient_3469,town_28
patient_3685,town_28
patient_13883,town_28
patient_6357,town_28
patient_14470,town_28
patient_14089,town_28
patient_1696,town_28
patient_16624,town_28
patient_11578,town_28
patient_15961,town_28
patient_8639,town_28
patient_15983,town_28
patient_16995,town_28
patient_8059,town_28
patient_1674,town_28
patient_16056,town_28
patient_3589,town_28
patient_4437,town_28
patient_20156,town_28
patient_9639,town_28
patient_12849,town_28
patient_9837,town_28
patient_2924,town_28
patient_4879,town_28
patient_2647,town_28
patient_1407,town_28
patient_6200,town_28
patient_21842,town_28
patient_11903,town_28
patient_4868,town_28
patient_5917,town_28
patient_14278,town_28
patient_14445,town_28
patient_11411,town_28
patient_19347,town_28
patient_19922,town_28
patient_7973,town_28
patient_9525,town_28
patient_15719,town_28
patient_20469,town_28
patient_8906,town_28
patient_19574,town_28
patient_2355,town_28
patient_412,town_28
patient_18640,town_28
patient_22093,town_28
patient_5769,town_28
patient_18583,town_28
patient_19858,town_28
patient_11547,town_28
patient_11842,town_28
patient_7390,town_28
patient_6621,town_28
patient_11031,town_28
patient_19717,town_28
patient_12056,town_28
patient_15569,town_28
patient_7896,town_28
patient_9217,town_28
patient_10832,town_28
patient_17214,town_28
patient_11107,town_28
patient_2839,town_28
patient_17981,town_28
patient_1505,town_28
patient_9868,town_28
patient_10989,town_28
patient_17758,town_28
patient_63,town_28
patient_13707,town_28
patient_7752,town_28
patient_10153,town_28
patient_11458,town_28
patient_2687,town_28
patient_957,town_28
patient_11363,town_28
patient_775,town_28
patient_17047,town_28
patient_19116,town_28
patient_13277,town_28
patient_21337,town_28
patient_1509,town_28
patient_11060,town_28
patient_8270,town_28
patient_21918,town_28
patient_17915,town_28
patient_4546,town_28
patient_16095,town_28
patient_18704,town_28
patient_18626,town_28
patient_11556,town_28
patient_8902,town_28
patient_13553,town_28
patient_21075,town_28
patient_13328,town_28
patient_16074,town_28
patient_3442,town_28
patient_15048,town_28
patient_10127,town_28
patient_4327,town_28
patient_4350,town_28
patient_9130,town_28
patient_17496,town_28
patient_6170,town_28
patient_10422,town_28
patient_22648,town_28
patient_3910,town_28
patient_9443,town_28
patient_17690,town_28
patient_10050,town_28
patient_3454,town_28
patient_1569,town_28
patient_14017,town_28
patient_17557,town_28
patient_14370,town_28
patient_22700,town_28
patient_2771,town_28
patient_9845,town_28
patient_9282,town_28
patient_2006,town_28
patient_12489,town_28
patient_6302,town_28
patient_11955,town_28
patient_13009,town_28
patient_13877,town_28
patient_7320,town_28
patient_6796,town_28
patient_11051,town_28
patient_7958,town_28
patient_16287,town_28
patient_10327,town_28
patient_15835,town_28
patient_15443,town_28
patient_15612,town_28
patient_8322,town_28
patient_4074,town_28
patient_11520,town_28
patient_1107,town_28
patient_20353,town_28
patient_16362,town_28
patient_8161,town_28
patient_9334,town_28
patient_22066,town_28
patient_12015,town_28
patient_6863,town_28
patient_16339,town_28
patient_6345,town_28
patient_18042,town_28
patient_6191,town_28
patient_5391,town_28
patient_8174,town_28
patient_8974,town_28
patient_4976,town_28
patient_17157,town_28
patient_10874,town_28
patient_7553,town_28
patient_8739,town_28
patient_8078,town_28
patient_18903,town_28
patient_5876,town_28
patient_18826,town_28
patient_18353,town_28
patient_4071,town_28
patient_9156,town_28
patient_14549,town_28
patient_19762,town_28
patient_12982,town_28
patient_22056,town_28
patient_15641,town_28
patient_11916,town_28
patient_4445,town_28
patient_14102,town_28
patient_15252,town_28
patient_16123,town_28
patient_15274,town_28
patient_2213,town_28
patient_22470,town_28
patient_12975,town_28
patient_10322,town_28
patient_5041,town_28
patient_21523,town_28
patient_12368,town_28
patient_17074,town_28
patient_21634,town_28
patient_14574,town_28
patient_18026,town_28
patient_1150,town_28
patient_2297,town_28
patient_7874,town_28
patient_15923,town_28
patient_21235,town_28
patient_10884,town_28
patient_1583,town_28
patient_10243,town_28
patient_3726,town_28
patient_13914,town_28
patient_8729,town_28
patient_16417,town_28
patient_1775,town_28
patient_17900,town_28
patient_13846,town_28
patient_15111,town_28
patient_18697,town_28
patient_15628,town_28
patient_500,town_28
patient_8108,town_28
patient_12478,town_28
patient_4335,town_28
patient_6382,town_28
patient_2399,town_28
patient_6157,town_28
patient_13525,town_28
patient_9201,town_28
patient_13013,town_28
patient_10536,town_28
patient_5300,town_28
patient_18766,town_28
patient_1991,town_28
patient_20298,town_28
patient_12760,town_28
patient_6428,town_28
patient_7943,town_28
patient_7310,town_28
patient_15864,town_28
patient_17137,town_28
patient_9224,town_28
patient_13085,town_28
patient_8804,town_28
patient_10722,town_28
patient_21875,town_28
patient_10571,town_28
patient_20919,town_28
patient_11079,town_28
patient_14139,town_28
patient_16196,town_28
patient_8115,town_28
patient_14668,town_28
patient_12593,town_28
patient_18167,town_28
patient_11158,town_28
patient_17552,town_28
patient_4484,town_28
patient_15900,town_28
patient_12442,town_28
patient_11946,town_28
patient_18467,town_28
patient_6546,town_28
patient_14533,town_28
patient_14070,town_28
patient_20118,town_28
patient_3704,town_28
patient_15869,town_28
patient_13261,town_28
patient_5821,town_28
patient_1439,town_28
patient_2110,town_28
patient_10691,town_28
patient_22327,town_28
patient_5258,town_28
patient_11149,town_28
patient_10758,town_28
patient_5507,town_28
patient_8993,town_28
patient_22643,town_28
patient_11241,town_28
patient_20159,town_28
patient_11615,town_28
patient_8757,town_28
patient_16884,town_28
patient_6206,town_28
patient_6054,town_28
patient_6315,town_28
patient_8285,town_28
patient_9710,town_28
patient_3017,town_28
patient_16292,town_28
patient_14990,town_28
patient_22264,town_28
patient_12207,town_28
patient_5830,town_28
patient_4698,town_28
patient_20098,town_28
patient_5692,town_28
patient_18346,town_28
patient_13580,town_28
patient_11245,town_28
patient_3641,town_28
patient_9467,town_28
patient_14578,town_28
patient_13597,town_28
patient_19052,town_28
patient_17817,town_28
patient_17321,town_28
patient_11831,town_28
patient_20673,town_28
patient_13411,town_28
patient_12991,town_28
patient_8752,town_28
patient_16859,town_28
patient_14661,town_28
patient_21728,town_28
patient_259,town_28
patient_8538,town_28
patient_19123,town_28
patient_11112,town_28
patient_10045,town_28
patient_8868,town_28
patient_2940,town_28
patient_17189,town_28
patient_14831,town_28
patient_15876,town_28
patient_14106,town_28
patient_15650,town_28
patient_22450,town_28
patient_13516,town_28
patient_5910,town_28
patient_17711,town_28
patient_6226,town_28
patient_2049,town_28
patient_1059,town_28
patient_9854,town_28
patient_21770,town_28
patient_9402,town_28
patient_19923,town_28
patient_4300,town_28
patient_18059,town_28
patient_20612,town_28
patient_17426,town_28
patient_3711,town_28
patient_6653,town_28
patient_1025,town_28
patient_8710,town_28
patient_10261,town_28
patient_4163,town_28
patient_20493,town_28
patient_10974,town_28
patient_22234,town_28
patient_16536,town_28
patient_17593,town_28
patient_12584,town_28
patient_8127,town_28
patient_6060,town_28
patient_15130,town_28
patient_13284,town_28
patient_11797,town_28
patient_18300,town_28
patient_9308,town_28
patient_22151,town_28
patient_16392,town_28
patient_21738,town_28
patient_12777,town_28
patient_10797,town_28
patient_13367,town_28
patient_9116,town_28
patient_11316,town_28
patient_8549,town_28
patient_6339,town_28
patient_14076,town_28
patient_15768,town_28
patient_14108,town_28
patient_18588,town_28
patient_14431,town_28
patient_16619,town_28
patient_777,town_28
patient_36,town_28
patient_5810,town_28
patient_13121,town_28
patient_6435,town_28
patient_18307,town_28
patient_16158,town_28
patient_10374,town_28
patient_419,town_28
patient_15716,town_28
patient_15882,town_28
patient_6830,town_28
patient_1851,town_28
patient_1195,town_28
patient_6538,town_28
patient_15303,town_28
patient_19520,town_28
patient_7259,town_28
patient_17704,town_28
patient_21125,town_28
patient_16638,town_28
patient_8629,town_28
patient_4981,town_28
patient_15211,town_28
patient_18716,town_28
patient_12091,town_28
patient_17530,town_28
patient_16010,town_28
patient_7208,town_28
patient_18276,town_28
patient_5222,town_28
patient_21462,town_28
patient_503,town_28
patient_13503,town_28
patient_14259,town_29
patient_12905,town_29
patient_4929,town_29
patient_5216,town_29
patient_19656,town_29
patient_10187,town_29
patient_13120,town_29
patient_6656,town_29
patient_9579,town_29
patient_17264,town_29
patient_694,town_29
patient_3439,town_29
patient_6967,town_29
patient_22496,town_29
patient_20119,town_29
patient_4455,town_29
patient_3361,town_29
patient_7134,town_29
patient_8953,town_29
patient_6313,town_29
patient_11559,town_29
patient_5461,town_29
patient_1795,town_29
patient_11676,town_29
patient_3938,town_29
patient_15792,town_29
patient_1006,town_29
patient_6826,town_29
patient_17240,town_29
patient_329,town_29
patient_10244,town_29
patient_14577,town_29
patient_8895,town_29
patient_12609,town_29
patient_19823,town_29
patient_7559,town_29
patient_17574,town_29
patient_12430,town_29
patient_19903,town_29
patient_1239,town_29
patient_20738,town_29
patient_14782,town_29
patient_18006,town_29
patient_3734,town_29
patient_18148,town_29
patient_4903,town_29
patient_9208,town_29
patient_20873,town_29
patient_14723,town_29
patient_13907,town_29
patient_12512,town_29
patient_14371,town_29
patient_2760,town_29
patient_9448,town_29
patient_5329,town_29
patient_4317,town_29
patient_4850,town_29
patient_6976,town_29
patient_19352,town_29
patient_10396,town_29
patient_2679,town_29
patient_7824,town_29
patient_16681,town_29
patient_14075,town_29
patient_10587,town_29
patient_6443,town_29
patient_10361,town_29
patient_958,town_29
patient_10160,town_29
patient_2130,town_29
patient_7283,town_29
patient_7158,town_29
patient_19018,town_29
patient_21723,town_29
patient_396,town_29
patient_12772,town_29
patient_17312,town_29
patient_9554,town_29
patient_21972,town_29
patient_12103,town_29
patient_22126,town_29
patient_6413,town_29
patient_2306,town_29
patient_22630,town_29
patient_17705,town_29
patient_13962,town_29
patient_8239,town_29
patient_4939,town_29
patient_11053,town_29
patient_9634,town_29
patient_8924,town_29
patient_16532,town_29
patient_1071,town_29
patient_12866,town_29
patient_17366,town_29
patient_1652,town_29
patient_21549,town_29
patient_14211,town_29
patient_17836,town_29
patient_19010,town_29
patient_11482,town_29
patient_17117,town_29
patient_19546,town_29
patient_21707,town_29
patient_19218,town_29
patient_6323,town_29
patient_1471,town_29
patient_13236,town_29
patient_18616,town_29
patient_16354,town_29
patient_14757,town_29
patient_22232,town_29
patient_11758,town_29
patient_12913,town_29
patient_15875,town_29
patient_14072,town_29
patient_12676,town_29
patient_5905,town_29
patient_3786,town_29
patient_8793,town_29
patient_14035,town_29
patient_2656,town_29
patient_384,town_29
patient_17562,town_29
patient_12474,town_29
patient_19828,town_29
patient_4776,town_29
patient_20784,town_29
patient_4090,town_29
patient_17382,town_29
patient_20021,town_29
patient_1755,town_29
patient_10637,town_29
patient_9657,town_29
patient_21883,town_29
patient_13285,town_29
patient_19510,town_29
patient_10332,town_29
patient_1202,town_29
patient_17007,town_29
patient_1216,town_29
patient_20380,town_29
patient_7351,town_29
patient_9957,town_29
patient_15502,town_29
patient_6876,town_29
patient_16792,town_29
patient_16668,town_29
patient_14616,town_29
patient_509,town_29
patient_17776,town_29
patient_10510,town_29
patient_21328,town_29
patient_21141,town_29
patient_16683,town_29
patient_20056,town_29
patient_2329,town_29
patient_9668,town_29
patient_4847,town_29
patient_10386,town_29
patient_20570,town_29
patient_2326,town_29
patient_3263,town_29
patient_12439,town_29
patient_2798,town_29
patient_6972,town_29
patient_19480,town_29
patient_21566,town_29
patient_18569,town_29
patient_3498,town_29
patient_3673,town_29
patient_14152,town_29
patient_733,town_29
patient_3630,town_29
patient_21773,town_29
patient_10247,town_29
patient_18593,town_29
patient_4623,town_29
patient_12028,town_29
patient_16822,town_29
patient_22323,town_29
patient_6519,town_29
patient_11592,town_29
patient_13484,town_29
patient_22150,town_29
patient_21309,town_29
patient_8539,town_29
patient_576,town_29
patient_6301,town_29
patient_10256,town_29
patient_15429,town_29
patient_5635,town_29
patient_5840,town_29
patient_3914,town_29
patient_1251,town_29
patient_5555,town_29
patient_5167,town_29
patient_6411,town_29
patient_7910,town_29
patient_19375,town_29
patient_16106,town_29
patient_10772,town_29
patient_12970,town_29
patient_2579,town_29
patient_18961,town_29
patient_6884,town_29
patient_3377,town_29
patient_21568,town_29
patient_1689,town_29
patient_1796,town_29
patient_18537,town_29
patient_16030,town_29
patient_20229,town_29
patient_9533,town_29
patient_13712,town_29
patient_18842,town_29
patient_8382,town_29
patient_20922,town_29
patient_1020,town_29
patient_9204,town_29
patient_4110,town_29
patient_10824,town_29
patient_15093,town_29
patient_906,town_29
patient_20853,town_29
patient_17797,town_29
patient_5138,town_29
patient_4615,town_29
patient_22670,town_29
patient_14168,town_29
patient_11616,town_29
patient_14575,town_29
patient_6842,town_29
patient_13675,town_29
patient_21318,town_29
patient_14464,town_29
patient_11476,town_29
patient_17332,town_29
patient_17130,town_29
patient_13004,town_29
patient_8931,town_29
patient_10433,town_29
patient_7076,town_29
patient_4183,town_29
patient_7156,town_29
patient_15474,town_29
patient_14725,town_29
patient_4443,town_29
patient_19191,town_29
patient_10412,town_29
patient_3797,town_29
patient_6027,town_29
patient_3187,town_29
patient_5631,town_29
patient_6258,town_29
patient_18163,town_29
patient_20968,town_29
patient_16903,town_29
patient_22595,town_29
patient_11646,town_29
patient_18115,town_29
patient_17589,town_29
patient_21799,town_29
patient_8836,town_29
patient_1905,town_29
patient_12633,town_29
patient_13129,town_29
patient_7682,town_29
patient_2604,town_29
patient_3177,town_29
patient_16712,town_29
patient_16864,town_29
patient_4186,town_29
patient_8131,town_29
patient_22608,town_29
patient_7776,town_29
patient_16562,town_29
patient_11790,town_29
patient_3585,town_29
patient_3426,town_29
patient_13685,town_29
patient_13654,town_29
patient_20429,town_29
patient_22639,town_29
patient_271,town_29
patient_6326,town_29
patient_15326,town_29
patient_1582,town_29
patient_9951,town_29
patient_13773,town_29
patient_17874,town_29
patient_14117,town_29
patient_2444,town_29
patient_3989,town_29
patient_14136,town_29
patient_15085,town_29
patient_10362,town_29
patient_11544,town_29
patient_11923,town_29
patient_8074,town_29
patient_15987,town_29
patient_8242,town_29
patient_1525,town_29
patient_21453,town_29
patient_11585,town_29
patient_19217,town_29
patient_8644,town_29
patient_6790,town_29
patient_12120,town_29
patient_2425,town_29
patient_12491,town_29
patient_17854,town_29
patient_20551,town_29
patient_17244,town_29
patient_15509,town_29
patient_11173,town_29
patient_10778,town_29
patient_17014,town_30
patient_5626,town_30
patient_16539,town_30
patient_11271,town_30
patient_20031,town_30
patient_5259,town_30
patient_13130,town_30
patient_21182,town_30
patient_3882,town_30
patient_5928,town_30
patient_2299,town_30
patient_21893,town_30
patient_2411,town_30
patient_2936,town_30
patient_4412,town_30
patient_17133,town_30
patient_14853,town_30
patient_14589,town_30
patient_9461,town_30
patient_12424,town_30
patient_8608,town_30
patient_11369,town_30
patient_12853,town_30
patient_6401,town_30
patient_17109,town_30
patient_19146,town_30
patient_19982,town_30
patient_5941,town_30
patient_5600,town_30
patient_4998,town_30
patient_9164,town_30
patient_5814,town_30
patient_17326,town_30
patient_5015,town_30
patient_8187,town_30
patient_3769,town_30
patient_15813,town_30
patient_4114,town_30
patient_1094,town_30
patient_10586,town_30
patient_13003,town_30
patient_8642,town_30
patient_8936,town_30
patient_17359,town_30
patient_5850,town_30
patient_2138,town_30
